,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
31,2019-04-19,20:00,Liga MX,Clausura 2019 Regular Season,Fri,Home,L,0,1,Monterrey,0.8,2.0,36.0,15400,Carlos Salcido,4-1-4-1,Jorge Rojas,Match Report,,9,2,23.9,0,0,2019,Veracruz
32,2019-04-28,18:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,1,2,Querétaro,1.2,3.2,37.0,13532,Carlos Salcido,4-2-3-1,Alfredo Peñaloza,Match Report,,7,1,23.8,1,1,2019,Veracruz
33,2019-05-03,21:00,Liga MX,Clausura 2019 Regular Season,Fri,Home,L,0,2,América,1.7,1.1,44.0,26550,Carlos Salcido,4-2-3-1,Eduardo Basulto,Match Report,,13,7,15.3,0,0,2019,Veracruz
0,2017-07-21,19:00,Liga MX,Apertura 2017 Regular Season,Fri,Away,D,0,0,Morelia,,,56.0,26984,José María Basanta,4-3-3,Marco Antonio Nava,Match Report,,0,0,,0,0,2018,Monterrey
1,2017-07-29,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,1,0,Veracruz,,,35.0,46130,José María Basanta,4-3-3,Jorge Rojas,Match Report,,0,0,,0,0,2018,Monterrey
2,2017-08-04,19:00,Liga MX,Apertura 2017 Regular Season,Fri,Away,W,3,0,Tijuana,,,39.0,26733,Dorlan Pabón,4-4-2,Fernando Guerrero,Match Report,,0,0,,0,0,2018,Monterrey
3,2017-08-12,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,4,1,Guadalajara,,,42.0,49229,José María Basanta,4-4-2,Roberto García,Match Report,,0,0,,0,1,2018,Monterrey
4,2017-08-19,19:06,Liga MX,Apertura 2017 Regular Season,Sat,Away,W,2,1,León,,,46.0,21975,José María Basanta,4-4-2,Francisco Chacon,Match Report,,0,0,,0,0,2018,Monterrey
5,2017-08-23,21:00,Liga MX,Apertura 2017 Regular Season,Wed,Home,W,4,1,Toluca,,,54.0,46496,José María Basanta,4-4-2,Paul Delgadillo,Match Report,,0,0,,1,1,2018,Monterrey
6,2017-08-26,17:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,D,1,1,Cruz Azul,,,48.0,21453,José María Basanta,4-3-3,Alfredo Peñaloza,Match Report,,0,0,,0,1,2018,Monterrey
7,2017-09-09,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,1,0,Necaxa,,,46.0,50721,José María Basanta,4-3-3,Jorge Pérez,Match Report,,0,0,,0,1,2018,Monterrey
8,2017-09-16,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,2,1,Atlas,,,61.0,47106,José María Basanta,4-3-3,Marco Antonio Nava,Match Report,,0,0,,0,1,2018,Monterrey
9,2017-09-30,17:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,D,2,2,Querétaro,,,49.0,18348,José María Basanta,4-3-3,Diego Montaño,Match Report,,0,0,,1,1,2018,Monterrey
10,2017-10-14,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,2,0,Pachuca,,,38.0,46888,José María Basanta,4-3-3,Eduardo Basulto,Match Report,,0,0,,0,0,2018,Monterrey
11,2017-10-18,21:00,Liga MX,Apertura 2017 Regular Season,Wed,Away,L,0,2,Puebla,,,55.0,6515,José María Basanta,4-3-3,César Arturo Ramos,Match Report,,0,0,,0,0,2018,Monterrey
12,2017-10-22,12:00,Liga MX,Apertura 2017 Regular Season,Sun,Away,W,1,0,UNAM,,,36.0,17845,José María Basanta,4-4-2,Francisco Chacon,Match Report,,0,0,,0,0,2018,Monterrey
13,2017-10-28,20:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,2,0,América,,,43.0,51507,José María Basanta,5-3-2,Jorge Rojas,Match Report,,0,0,,1,1,2018,Monterrey
14,2017-11-04,17:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,L,1,2,Lobos BUAP,,,37.0,8334,Jesús Molina,5-3-2,Paul Delgadillo,Match Report,,0,0,,0,0,2018,Monterrey
15,2017-11-09,21:00,Liga MX,Apertura 2017 Regular Season,Thu,Home,D,1,1,Santos,,,53.0,40421,José María Basanta,4-3-3,Óscar Macias,Match Report,,0,0,,1,1,2018,Monterrey
16,2017-11-18,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,2,0,UANL,,,40.0,51127,José María Basanta,5-3-2,César Arturo Ramos,Match Report,,0,0,,0,0,2018,Monterrey
17,2017-11-23,21:30,Liga MX,Quarter-finals,Thu,Away,W,2,1,Atlas,,,,36334,Dorlan Pabón,4-3-3,,Match Report,Leg 1 of 2,0,0,,0,0,2018,Monterrey
18,2017-11-26,18:00,Liga MX,Quarter-finals,Sun,Home,W,4,1,Atlas,,,46.0,45253,José María Basanta,4-3-3,Jorge Rojas,Match Report,Leg 2 of 2; Monterrey won,0,0,,0,0,2018,Monterrey
19,2017-11-30,19:30,Liga MX,Semi-finals,Thu,Away,W,1,0,Morelia,,,38.0,30473,José María Basanta,4-3-3,Jorge Pérez,Match Report,Leg 1 of 2,0,0,,1,1,2018,Monterrey
20,2017-12-03,18:00,Liga MX,Semi-finals,Sun,Home,W,4,0,Morelia,,,40.0,50744,José María Basanta,4-4-2,Jorge Rojas,Match Report,Leg 2 of 2; Monterrey won,0,0,,1,1,2018,Monterrey
21,2017-12-07,20:00,Liga MX,Finals,Thu,Away,D,1,1,UANL,,,37.0,41602,José María Basanta,4-3-3,Jorge Rojas,Match Report,Leg 1 of 2,0,0,,0,0,2018,Monterrey
22,2017-12-10,18:00,Liga MX,Finals,Sun,Home,L,1,2,UANL,,,54.0,51384,José María Basanta,4-3-3,,Match Report,Leg 2 of 2; UANL won,0,0,,0,1,2018,Monterrey
23,2018-01-06,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,1,1,Morelia,,,38.0,42948,José María Basanta,4-1-2-1-2◆,Andonai Escobedo,Match Report,,0,0,,0,0,2018,Monterrey
24,2018-01-14,18:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,W,2,0,Veracruz,,,47.0,16115,José María Basanta,4-1-2-1-2◆,Luis Santander,Match Report,,0,0,,0,0,2018,Monterrey
25,2018-01-20,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,0,0,Tijuana,,,55.0,42996,José María Basanta,4-2-3-1,Erick Yair Miranda,Match Report,,0,0,,0,1,2018,Monterrey
26,2018-01-27,21:06,Liga MX,Clausura 2018 Regular Season,Sat,Away,W,2,1,Guadalajara,,,37.0,32881,Dorlan Pabón,4-2-3-1,César Arturo Ramos,Match Report,,0,0,,0,0,2018,Monterrey
27,2018-02-03,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,5,1,León,,,65.0,44562,José María Basanta,4-2-3-1,Eduardo Basulto,Match Report,,0,0,,0,0,2018,Monterrey
28,2018-02-11,12:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,L,1,2,Toluca,,,39.0,18755,José María Basanta,4-2-3-1,Luis Santander,Match Report,,0,0,,0,0,2018,Monterrey
29,2018-02-14,20:45,Liga MX,Clausura 2018 Regular Season,Wed,Home,D,2,2,Cruz Azul,,,58.0,40197,José María Basanta,4-1-4-1,Roberto Ríos Jacome,Match Report,,0,0,,0,0,2018,Monterrey
30,2018-02-17,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Away,L,0,3,Necaxa,,,58.0,19435,José María Basanta,4-2-3-1,Oscar Mejia,Match Report,,0,0,,0,0,2018,Monterrey
31,2018-02-23,21:00,Liga MX,Clausura 2018 Regular Season,Fri,Away,W,1,0,Atlas,,,58.0,27936,José María Basanta,3-4-3,Andonai Escobedo,Match Report,,0,0,,1,2,2018,Monterrey
32,2018-03-03,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,L,1,3,Puebla,,,60.0,41817,José María Basanta,3-4-3,Diego Montaño,Match Report,,0,0,,0,0,2018,Monterrey
33,2018-03-11,18:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,L,2,3,Santos,,,47.0,27311,Jesús Molina,3-5-2,Jorge Rojas,Match Report,,0,0,,1,1,2018,Monterrey
34,2018-03-17,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,3,1,Querétaro,,,59.0,41072,Dorlan Pabón,4-2-3-1,Andonai Escobedo,Match Report,,0,0,,0,0,2018,Monterrey
35,2018-03-31,19:06,Liga MX,Clausura 2018 Regular Season,Sat,Away,W,2,1,Pachuca,,,43.0,26723,José María Basanta,4-2-3-1,Fernando Hernández,Match Report,,0,0,,0,0,2018,Monterrey
36,2018-04-07,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,2,1,UNAM,,,47.0,44306,José María Basanta,4-1-4-1,Erick Yair Miranda,Match Report,,0,0,,1,1,2018,Monterrey
37,2018-04-14,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,0,0,América,,,39.0,26784,José María Basanta,4-2-3-1,Jorge Rojas,Match Report,,0,0,,0,0,2018,Monterrey
38,2018-04-21,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,4,0,Lobos BUAP,,,44.0,44819,José María Basanta,4-2-3-1,Marco Antonio Nava,Match Report,,0,0,,1,1,2018,Monterrey
39,2018-04-28,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,2,2,UANL,,,50.0,41615,Jesús Molina,4-2-3-1,Jorge Pérez,Match Report,,0,0,,1,1,2018,Monterrey
40,2018-05-02,19:30,Liga MX,Quarter-finals,Wed,Away,D,1,1,Tijuana,,,37.0,25333,José María Basanta,4-2-3-1,Andonai Escobedo,Match Report,Leg 1 of 2,0,0,,0,0,2018,Monterrey
41,2018-05-05,21:00,Liga MX,Quarter-finals,Sat,Home,L,1,2,Tijuana,,,64.0,33790,José María Basanta,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; Tijuana won,0,0,,0,0,2018,Monterrey
0,2017-07-22,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,5,0,Puebla,,,56.0,41269,Juninho,3-4-1-2,Jorge Pérez,Match Report,,0,0,,0,0,2018,UANL
1,2017-07-30,18:30,Liga MX,Apertura 2017 Regular Season,Sun,Away,D,1,1,Santos,,,57.0,26382,Juninho,3-1-4-2,Roberto García,Match Report,,0,0,,0,0,2018,UANL
2,2017-08-05,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,D,1,1,Querétaro,,,66.0,41304,Juninho,3-1-4-2,Francisco Chacon,Match Report,,0,0,,0,0,2018,UANL
3,2017-08-12,19:06,Liga MX,Apertura 2017 Regular Season,Sat,Away,L,1,2,Pachuca,,,56.0,23583,Juninho,3-1-4-2,Alfredo Peñaloza,Match Report,,0,0,,1,1,2018,UANL
4,2017-08-19,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,2,0,UNAM,,,69.0,41427,Juninho,4-4-2,Fernando Guerrero,Match Report,,0,0,,0,1,2018,UANL
5,2017-08-23,19:00,Liga MX,Apertura 2017 Regular Season,Wed,Away,D,2,2,América,,,62.0,31620,Hugo Ayala,4-2-3-1,Marco Antonio Nava,Match Report,,0,0,,1,1,2018,UANL
6,2017-08-26,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,3,2,Lobos BUAP,,,65.0,41329,Hugo Ayala,3-4-1-2,Jorge Rojas,Match Report,,0,0,,0,0,2018,UANL
7,2017-09-15,19:00,Liga MX,Apertura 2017 Regular Season,Fri,Away,D,3,3,Morelia,,,51.0,25287,Juninho,4-3-3,Paul Delgadillo,Match Report,,0,0,,0,0,2018,UANL
8,2017-09-26,21:15,Liga MX,Apertura 2017 Regular Season,Tue,Away,W,1,0,Tijuana,,,53.0,25333,Juninho,3-4-1-2,César Arturo Ramos,Match Report,,0,0,,0,0,2018,UANL
9,2017-09-30,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,1,0,Guadalajara,,,46.0,41322,Juninho,4-3-3,Fernando Guerrero,Match Report,,0,0,,1,1,2018,UANL
10,2017-10-14,19:06,Liga MX,Apertura 2017 Regular Season,Sat,Away,L,0,1,León,,,68.0,24271,Juninho,4-3-3,Francisco Chacon,Match Report,,0,0,,0,0,2018,UANL
11,2017-10-17,20:45,Liga MX,Apertura 2017 Regular Season,Tue,Home,W,1,0,Veracruz,,,57.0,41235,Juninho,4-3-3,Fernando Hernández,Match Report,,0,0,,0,0,2018,UANL
12,2017-10-21,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,3,0,Toluca,,,50.0,41405,Juninho,4-3-3,Jorge Rojas,Match Report,,0,0,,0,1,2018,UANL
13,2017-10-28,17:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,W,2,1,Cruz Azul,,,61.0,17254,Juninho,4-3-3,Roberto García,Match Report,,0,0,,1,1,2018,UANL
14,2017-11-01,21:00,Liga MX,Apertura 2017 Regular Season,Wed,Away,D,1,1,Atlas,,,72.0,27263,Juninho,4-2-3-1,Paul Delgadillo,Match Report,,0,0,,0,0,2018,UANL
15,2017-11-05,19:00,Liga MX,Apertura 2017 Regular Season,Sun,Home,W,1,0,Necaxa,,,63.0,41210,Juninho,4-2-3-1,Andonai Escobedo,Match Report,,0,0,,1,1,2018,UANL
16,2017-11-18,19:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,L,0,2,Monterrey,,,60.0,51127,Juninho,4-2-3-1,César Arturo Ramos,Match Report,,0,0,,0,0,2018,UANL
17,2017-11-22,21:36,Liga MX,Quarter-finals,Wed,Away,D,1,1,León,,,62.0,15005,Juninho,4-2-3-1,Diego Montaño,Match Report,Leg 1 of 2,0,0,,0,0,2018,UANL
18,2017-11-25,19:00,Liga MX,Quarter-finals,Sat,Home,D,1,1,León,,,51.0,41159,Juninho,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2018,UANL
19,2017-11-29,21:00,Liga MX,Semi-finals,Wed,Away,W,1,0,América,,,48.0,31566,Juninho,4-2-3-1,,Match Report,Leg 1 of 2,0,0,,1,1,2018,UANL
20,2017-12-02,19:00,Liga MX,Semi-finals,Sat,Home,W,3,0,América,,,51.0,41580,André-Pierre Gignac,3-4-3,Fernando Guerrero,Match Report,Leg 2 of 2; UANL won,0,0,,1,1,2018,UANL
21,2017-12-07,20:00,Liga MX,Finals,Thu,Home,D,1,1,Monterrey,,,64.0,41602,Juninho,4-2-3-1,Jorge Rojas,Match Report,Leg 1 of 2,0,0,,1,1,2018,UANL
22,2017-12-10,18:00,Liga MX,Finals,Sun,Away,W,2,1,Monterrey,,,47.0,51384,Juninho,4-2-3-1,,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2018,UANL
23,2018-01-05,19:00,Liga MX,Clausura 2018 Regular Season,Fri,Away,L,1,2,Puebla,,,67.0,17047,Juninho,4-2-3-1,Erick Yair Miranda,Match Report,,0,0,,0,0,2018,UANL
24,2018-01-13,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,2,1,Santos,,,54.0,41396,Juninho,4-2-3-1,Óscar Macias,Match Report,,0,0,,0,0,2018,UANL
25,2018-01-20,17:00,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,0,0,Querétaro,,,67.0,28772,Juninho,4-3-3,Andonai Escobedo,Match Report,,0,0,,0,0,2018,UANL
26,2018-01-27,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,3,2,Pachuca,,,58.0,41268,Juninho,4-4-2,Oscar Mejia,Match Report,,0,0,,0,0,2018,UANL
27,2018-02-04,12:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,L,0,2,UNAM,,,60.0,25161,Juninho,4-4-2,Erick Yair Miranda,Match Report,,0,0,,0,0,2018,UANL
28,2018-02-10,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,1,1,América,,,55.0,41478,Juninho,3-5-2,Fernando Guerrero,Match Report,,0,0,,0,0,2018,UANL
29,2018-02-13,20:30,Liga MX,Clausura 2018 Regular Season,Tue,Away,D,0,0,Lobos BUAP,,,37.0,10237,Juninho,3-4-1-2,Óscar Macias,Match Report,,0,0,,0,0,2018,UANL
30,2018-02-17,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,2,0,Atlas,,,60.0,41185,Juninho,4-3-3,Marco Antonio Nava,Match Report,,0,0,,0,0,2018,UANL
31,2018-02-24,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,2,1,Morelia,,,52.0,41393,Juninho,4-2-2-2,Roberto Ríos Jacome,Match Report,,0,0,,0,0,2018,UANL
32,2018-03-04,18:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,W,2,0,Veracruz,,,47.0,16931,Juninho,4-3-3,Jorge Pérez,Match Report,,0,0,,0,0,2018,UANL
33,2018-03-10,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,1,0,Tijuana,,,65.0,41304,Juninho,4-3-3,Andonai Escobedo,Match Report,,0,0,,0,0,2018,UANL
34,2018-03-17,21:06,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,0,0,Guadalajara,,,50.0,37014,Juninho,4-4-2,Jorge Rojas,Match Report,,0,0,,0,0,2018,UANL
35,2018-03-31,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,4,1,León,,,67.0,41319,Juninho,4-4-2,Diego Montaño,Match Report,,0,0,,0,0,2018,UANL
36,2018-04-08,12:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,L,0,1,Toluca,,,65.0,27480,Juninho,4-4-2,Luis Santander,Match Report,,0,0,,0,0,2018,UANL
37,2018-04-14,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,2,2,Cruz Azul,,,62.0,41228,Juninho,4-4-2,Marco Antonio Nava,Match Report,,0,0,,0,0,2018,UANL
38,2018-04-21,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,1,1,Necaxa,,,57.0,23165,Juninho,4-4-2,Fernando Guerrero,Match Report,,0,0,,0,0,2018,UANL
39,2018-04-28,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,2,2,Monterrey,,,51.0,41615,Juninho,4-4-2,Jorge Pérez,Match Report,,0,0,,0,0,2018,UANL
40,2018-05-03,19:30,Liga MX,Quarter-finals,Thu,Home,W,2,0,Santos,,,54.0,40090,Juninho,3-4-3,Diego Montaño,Match Report,Leg 1 of 2,0,0,,1,1,2018,UANL
41,2018-05-06,18:00,Liga MX,Quarter-finals,Sun,Away,L,0,2,Santos,,,53.0,26442,Juninho,3-4-3,Jorge Rojas,Match Report,Leg 2 of 2; Santos won,0,0,,0,0,2018,UANL
0,2017-07-22,17:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,L,0,1,Querétaro,,,57.0,24943,Oribe Peralta,3-4-3,Óscar Macias,Match Report,,0,0,,0,0,2018,America
1,2017-07-29,19:06,Liga MX,Apertura 2017 Regular Season,Sat,Away,W,2,0,Pachuca,,,39.0,22478,Oribe Peralta,4-3-3,César Arturo Ramos,Match Report,,0,0,,0,0,2018,America
2,2017-08-05,21:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,2,1,UNAM,,,48.0,45256,Oribe Peralta,4-3-3,Erick Yair Miranda,Match Report,,0,0,,1,2,2018,America
3,2017-08-11,21:00,Liga MX,Apertura 2017 Regular Season,Fri,Away,W,1,0,Atlas,,,47.0,49313,Oribe Peralta,4-4-2,Fernando Guerrero,Match Report,,0,0,,1,1,2018,America
4,2017-08-19,17:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,W,3,2,Lobos BUAP,,,,19495,Oribe Peralta,4-2-3-1,Roberto García,Match Report,,0,0,,0,0,2018,America
5,2017-08-23,19:00,Liga MX,Apertura 2017 Regular Season,Wed,Home,D,2,2,UANL,,,38.0,31620,Oribe Peralta,4-3-3,Marco Antonio Nava,Match Report,,0,0,,0,0,2018,America
6,2017-08-26,20:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,L,0,2,Morelia,,,56.0,31134,Paul Aguilar,4-4-2,Jorge Pérez,Match Report,,0,0,,0,0,2018,America
7,2017-09-09,21:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,W,2,0,Veracruz,,,52.0,19081,Oribe Peralta,4-4-2,Alfredo Peñaloza,Match Report,,0,0,,0,0,2018,America
8,2017-09-15,19:00,Liga MX,Apertura 2017 Regular Season,Fri,Away,D,1,1,Tijuana,,,35.0,27333,Oribe Peralta,4-3-3,Luis Santander,Match Report,,0,0,,0,0,2018,America
9,2017-09-27,19:06,Liga MX,Apertura 2017 Regular Season,Wed,Away,L,1,2,León,,,51.0,25450,Oribe Peralta,4-4-2,Diego Montaño,Match Report,,0,0,,0,0,2018,America
10,2017-09-30,21:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,W,2,1,Toluca,,,25.0,27480,Oribe Peralta,5-4-1,Roberto García,Match Report,,0,0,,0,0,2018,America
11,2017-10-14,17:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,W,3,1,Cruz Azul,,,34.0,27649,Oribe Peralta,4-4-2,Paul Delgadillo,Match Report,,0,0,,0,0,2018,America
12,2017-10-18,21:00,Liga MX,Apertura 2017 Regular Season,Wed,Home,W,2,1,Guadalajara,,,35.0,47532,Oribe Peralta,4-4-2,Francisco Chacon,Match Report,,0,0,,0,0,2018,America
13,2017-10-21,21:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,L,0,1,Necaxa,,,57.0,22680,Paul Aguilar,4-4-1-1,Luis Santander,Match Report,,0,0,,0,0,2018,America
14,2017-10-28,20:00,Liga MX,Apertura 2017 Regular Season,Sat,Away,L,0,2,Monterrey,,,58.0,51507,Oribe Peralta,3-4-3,Jorge Rojas,Match Report,,0,0,,0,0,2018,America
15,2017-11-04,21:00,Liga MX,Apertura 2017 Regular Season,Sat,Home,D,1,1,Puebla,,,45.0,21273,Oribe Peralta,4-2-3-1,Fernando Guerrero,Match Report,,0,0,,0,0,2018,America
16,2017-11-19,18:30,Liga MX,Apertura 2017 Regular Season,Sun,Away,W,1,0,Santos,,,48.0,27849,Oribe Peralta,5-4-1,Diego Montaño,Match Report,,0,0,,0,0,2018,America
17,2017-11-23,19:30,Liga MX,Quarter-finals,Thu,Away,D,0,0,Cruz Azul,,,,22889,Oribe Peralta,3-4-3,Jorge Rojas,Match Report,Leg 1 of 2,0,0,,0,1,2018,America
18,2017-11-26,20:00,Liga MX,Quarter-finals,Sun,Home,D,0,0,Cruz Azul,,,36.0,48391,Oribe Peralta,5-3-2,Fernando Guerrero,Match Report,Leg 2 of 2; América won,0,0,,0,0,2018,America
19,2017-11-29,21:00,Liga MX,Semi-finals,Wed,Home,L,0,1,UANL,,,52.0,31566,Oribe Peralta,5-3-2,,Match Report,Leg 1 of 2,0,0,,0,0,2018,America
20,2017-12-02,19:00,Liga MX,Semi-finals,Sat,Away,L,0,3,UANL,,,49.0,41580,Oribe Peralta,4-4-2,Fernando Guerrero,Match Report,Leg 2 of 2; UANL won,0,0,,0,0,2018,America
21,2018-01-07,18:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,W,1,0,Querétaro,,,51.0,31432,Oribe Peralta,4-3-3,Jorge Pérez,Match Report,,0,0,,0,0,2018,America
22,2018-01-13,17:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,2,2,Pachuca,,,53.0,26854,Oribe Peralta,4-3-3,Fernando Guerrero,Match Report,,0,0,,0,1,2018,America
23,2018-01-21,12:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,D,0,0,UNAM,,,52.0,45980,Oribe Peralta,4-4-2,Luis Santander,Match Report,,0,0,,0,0,2018,America
24,2018-01-27,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,1,0,Atlas,,,50.0,21412,Oribe Peralta,4-4-2,Andonai Escobedo,Match Report,,0,0,,0,0,2018,America
25,2018-02-03,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,5,1,Lobos BUAP,,,70.0,18282,Oribe Peralta,4-4-2,Jorge Pérez,Match Report,,0,0,,0,0,2018,America
26,2018-02-10,19:00,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,1,1,UANL,,,45.0,41478,Oribe Peralta,4-4-2,Fernando Guerrero,Match Report,,0,0,,1,2,2018,America
27,2018-02-13,20:45,Liga MX,Clausura 2018 Regular Season,Tue,Home,W,4,1,Morelia,,,49.0,17840,Paul Aguilar,4-2-3-1,Marco Antonio Nava,Match Report,,0,0,,0,0,2018,America
28,2018-02-18,18:00,Liga MX,Clausura 2018 Regular Season,Sun,Away,D,1,1,Veracruz,,,60.0,26800,Oribe Peralta,4-2-3-1,César Arturo Ramos,Match Report,,0,0,,0,0,2018,America
29,2018-02-24,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,0,0,Tijuana,,,71.0,23907,Oribe Peralta,4-2-3-1,Luis Santander,Match Report,,0,0,,0,0,2018,America
30,2018-03-03,21:06,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,1,1,Guadalajara,,,41.0,42179,Oribe Peralta,4-2-3-1,Fernando Guerrero,Match Report,,0,0,,0,0,2018,America
31,2018-03-10,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,2,0,León,,,59.0,28398,Oribe Peralta,4-2-3-1,Oscar Mejia,Match Report,,0,0,,0,0,2018,America
32,2018-03-17,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,L,1,2,Toluca,,,41.0,37170,Oribe Peralta,4-2-3-1,Jorge Pérez,Match Report,,0,0,,0,0,2018,America
33,2018-03-31,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,2,1,Cruz Azul,,,51.0,51307,Oribe Peralta,4-4-2,César Arturo Ramos,Match Report,,0,0,,0,0,2018,America
34,2018-04-07,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Away,D,1,1,Necaxa,,,47.0,22750,Oribe Peralta,4-4-2,Diego Montaño,Match Report,,0,0,,1,1,2018,America
35,2018-04-14,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,D,0,0,Monterrey,,,61.0,26784,Oribe Peralta,4-4-2,Jorge Rojas,Match Report,,0,0,,0,0,2018,America
36,2018-04-20,19:00,Liga MX,Clausura 2018 Regular Season,Fri,Away,L,1,3,Puebla,,,49.0,37499,Oribe Peralta,4-2-3-1,Óscar Macias,Match Report,,0,0,,0,0,2018,America
37,2018-04-28,21:00,Liga MX,Clausura 2018 Regular Season,Sat,Home,W,1,0,Santos,,,50.0,22278,Oribe Peralta,4-2-3-1,Andonai Escobedo,Match Report,,0,0,,1,1,2018,America
38,2018-05-02,19:30,Liga MX,Quarter-finals,Wed,Away,W,4,1,UNAM,,,42.0,34350,Oribe Peralta,4-2-3-1,Luis Santander,Match Report,Leg 1 of 2,0,0,,2,2,2018,America
39,2018-05-05,19:00,Liga MX,Quarter-finals,Sat,Home,W,2,1,UNAM,,,57.0,41598,Oribe Peralta,4-2-3-1,Marco Antonio Nava,Match Report,Leg 2 of 2; América won,0,0,,0,0,2018,America
40,2018-05-10,19:30,Liga MX,Semi-finals,Thu,Away,L,1,4,Santos,,,51.0,29097,Oribe Peralta,4-2-3-1,César Arturo Ramos,Match Report,Leg 1 of 2,0,0,,0,1,2018,America
41,2018-05-13,19:00,Liga MX,Semi-finals,Sun,Home,D,2,2,Santos,,,54.0,53218,Oribe Peralta,3-1-4-2,Jorge Pérez,Match Report,Leg 2 of 2; Santos won,0,0,,1,1,2018,America
0,2017-07-21,19:00,Liga MX,Apertura 2017 Regular Season,Fri,Home,D,0,0,Monterrey,,,44.0,26984,Gabriel Achilier,4-4-2,Marco Antonio Nava,Match Report,,0,0,,0,0,2018,Morelia
