,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
24,2018-05-06,17:45,Primera Div,Matchweek 26,Sun,Home,W,2,0,CA Unión,59.0,,Carlos Tevez,4-1-2-1-2◆,Germán Delfino,Match Report,,10.0,4.0,,0,0,2018,Boca Juniors
25,2018-05-09,19:15,Primera Div,Matchweek 25,Wed,Away,D,2,2,Gimnasia ELP,51.0,,Carlos Tevez,4-1-2-1-2◆,Facundo Tello,Match Report,,6.0,3.0,,0,0,2018,Boca Juniors
26,2018-05-12,11:00,Primera Div,Matchweek 27,Sat,Away,D,3,3,CA Huracán,50.0,,Fernando Gago,4-3-3,Fernando Rapallini,Match Report,,16.0,7.0,,0,0,2018,Boca Juniors
0,2017-08-27,14:05,Primera Div,Matchweek 1,Sun,Away,L,1,2,Tucumán,50.0,,Leonel Galeano,4-4-2,Jorge Baliño,Match Report,,10.0,3.0,,0,0,2018,Godoy Cruz
1,2017-09-10,14:05,Primera Div,Matchweek 2,Sun,Home,W,2,1,Talleres,29.0,,Leonel Galeano,4-2-2-2,Darío Herrera,Match Report,,14.0,5.0,,0,0,2018,Godoy Cruz
2,2017-09-17,18:05,Primera Div,Matchweek 3,Sun,Away,L,1,4,Boca Juniors,40.0,,Leonel Galeano,4-4-2,Germán Delfino,Match Report,,13.0,4.0,,0,0,2018,Godoy Cruz
3,2017-09-23,20:05,Primera Div,Matchweek 4,Sat,Home,W,1,0,Independiente,34.0,,Leonel Galeano,4-4-2,Patricio Loustau,Match Report,,4.0,1.0,,1,1,2018,Godoy Cruz
4,2017-10-02,21:05,Primera Div,Matchweek 5,Mon,Away,D,0,0,Newell's OB,51.0,,Leonel Galeano,4-2-2-2,Andrés Merlos,Match Report,,13.0,3.0,,0,0,2018,Godoy Cruz
5,2017-10-15,14:05,Primera Div,Matchweek 6,Sun,Home,W,3,0,Gimnasia ELP,47.0,,Leonel Galeano,4-2-2-2,Silvio Trucco,Match Report,,13.0,4.0,,0,0,2018,Godoy Cruz
6,2017-10-28,14:00,Primera Div,Matchweek 7,Sat,Away,L,0,2,CA Unión,56.0,,Leonel Galeano,4-4-2,Pablo Echavarría,Match Report,,4.0,1.0,,0,0,2018,Godoy Cruz
7,2017-11-03,21:05,Primera Div,Matchweek 8,Fri,Home,W,2,1,CA Huracán,44.0,,Leonel Galeano,4-2-3-1,Diego Abal,Match Report,,8.0,2.0,,0,0,2018,Godoy Cruz
8,2017-11-20,19:15,Primera Div,Matchweek 9,Mon,Away,D,1,1,Club Olimpo,55.0,,Diego Viera,4-2-3-1,Ariel Penel,Match Report,,16.0,5.0,,0,0,2018,Godoy Cruz
9,2017-11-23,19:15,Primera Div,Matchweek 12,Thu,Away,W,1,0,Vélez Sarsf,32.0,,Santiago García,4-4-2,Fernando Echenique,Match Report,,6.0,2.0,,0,0,2018,Godoy Cruz
10,2017-12-01,19:15,Primera Div,Matchweek 11,Fri,Away,L,2,3,Defensa y Just,40.0,,Diego Viera,4-2-2-2,Hernán Mastrángelo,Match Report,,14.0,4.0,,0,0,2018,Godoy Cruz
11,2018-01-26,19:00,Primera Div,Matchweek 13,Fri,Home,W,1,0,Chacarita,46.0,,Santiago García,4-1-4-1,Andrés Merlos,Match Report,,9.0,2.0,,0,0,2018,Godoy Cruz
12,2018-02-02,19:00,Primera Div,Matchweek 14,Fri,Away,D,0,0,Patronato,41.0,,Santiago García,3-4-3,Nicolás Lamolina,Match Report,,15.0,5.0,,0,0,2018,Godoy Cruz
13,2018-02-07,21:30,Primera Div,Matchweek 10,Wed,Home,W,4,1,Lanús,41.0,,Santiago García,4-3-3,Darío Herrera,Match Report,,15.0,7.0,,1,1,2018,Godoy Cruz
14,2018-02-11,17:00,Primera Div,Matchweek 15,Sun,Home,W,2,1,Belgrano,53.0,,Santiago García,4-3-3,Pablo Dóvalo,Match Report,,11.0,6.0,,0,0,2018,Godoy Cruz
15,2018-02-18,19:15,Primera Div,Matchweek 16,Sun,Away,D,2,2,River Plate,34.0,,Santiago García,4-2-3-1,Jorge Baliño,Match Report,,6.0,2.0,,0,0,2018,Godoy Cruz
16,2018-02-23,21:15,Primera Div,Matchweek 17,Fri,Home,L,1,2,Racing Club,39.0,,Santiago García,4-2-3-1,Hernán Mastrángelo,Match Report,,9.0,3.0,,0,0,2018,Godoy Cruz
17,2018-03-03,19:15,Primera Div,Matchweek 18,Sat,Away,W,2,1,Rosario Cent,45.0,,Santiago García,4-2-3-1,Fernando Echenique,Match Report,,13.0,4.0,,0,0,2018,Godoy Cruz
18,2018-03-09,19:00,Primera Div,Matchweek 19,Fri,Home,W,1,0,Arsenal,53.0,,Diego Viera,4-2-3-1,Nicolás Lamolina,Match Report,,9.0,4.0,,0,0,2018,Godoy Cruz
19,2018-03-18,15:30,Primera Div,Matchweek 20,Sun,Away,W,1,0,Estudiantes,31.0,,Diego Viera,4-2-3-1,Héctor Paletta,Match Report,,6.0,2.0,,0,0,2018,Godoy Cruz
20,2018-04-02,21:15,Primera Div,Matchweek 21,Mon,Home,W,2,1,Colón,40.0,,Santiago García,4-2-3-1,Fernando Rapallini,Match Report,,14.0,2.0,,0,0,2018,Godoy Cruz
21,2018-04-08,11:00,Primera Div,Matchweek 22,Sun,Away,W,5,0,San Lorenzo,38.0,,Santiago García,4-2-3-1,Ariel Penel,Match Report,,15.0,8.0,,0,0,2018,Godoy Cruz
22,2018-04-14,13:15,Primera Div,Matchweek 23,Sat,Home,W,3,0,Temperley,53.0,,Santiago García,4-2-3-1,Diego Abal,Match Report,,21.0,7.0,,0,0,2018,Godoy Cruz
23,2018-04-21,17:45,Primera Div,Matchweek 24,Sat,Away,D,1,1,Banfield,50.0,,Santiago García,4-1-4-1,Federico Beligoy,Match Report,,13.0,4.0,,0,0,2018,Godoy Cruz
24,2018-04-27,21:15,Primera Div,Matchweek 25,Fri,Home,W,2,0,San Martín SJ,42.0,,Santiago García,4-2-3-1,Germán Delfino,Match Report,,6.0,3.0,,0,0,2018,Godoy Cruz
25,2018-05-05,13:15,Primera Div,Matchweek 26,Sat,Away,W,2,1,Argentinos Jun,32.0,,Santiago García,4-2-3-1,Patricio Loustau,Match Report,,10.0,5.0,,1,1,2018,Godoy Cruz
26,2018-05-13,17:45,Primera Div,Matchweek 27,Sun,Home,W,2,0,Tigre,42.0,,Santiago García,4-2-3-1,Néstor Pitana,Match Report,,12.0,5.0,,0,0,2018,Godoy Cruz
0,2017-08-27,16:05,Primera Div,Matchweek 1,Sun,Home,D,1,1,Racing Club,56.0,,Nicolás Blandi,4-2-3-1,Fernando Echenique,Match Report,,10.0,2.0,,0,0,2018,San Lorenzo
1,2017-09-10,16:05,Primera Div,Matchweek 2,Sun,Away,D,0,0,Rosario Cent,30.0,,Sebastián Torrico,4-1-4-1,Patricio Loustau,Match Report,,4.0,0.0,,0,0,2018,San Lorenzo
2,2017-09-16,18:05,Primera Div,Matchweek 3,Sat,Home,W,1,0,Arsenal,54.0,,Leandro Romagnoli,4-1-4-1,Federico Beligoy,Match Report,,12.0,3.0,,0,0,2018,San Lorenzo
3,2017-09-25,21:05,Primera Div,Matchweek 4,Mon,Away,W,3,1,Estudiantes,49.0,,Nicolás Blandi,4-1-3-2,Ariel Penel,Match Report,,12.0,5.0,,0,0,2018,San Lorenzo
4,2017-09-30,14:05,Primera Div,Matchweek 5,Sat,Home,D,0,0,Colón,56.0,,Nicolás Blandi,4-2-3-1,Fernando Espinoza,Match Report,,13.0,3.0,,0,0,2018,San Lorenzo
5,2017-10-13,21:05,Primera Div,Matchweek 6,Fri,Home,W,3,1,Defensa y Just,37.0,,Nicolás Blandi,4-3-2-1,Nicolás Lamolina,Match Report,,12.0,6.0,,0,0,2018,San Lorenzo
6,2017-10-29,16:05,Primera Div,Matchweek 7,Sun,Away,W,2,0,Temperley,49.0,,Nicolás Blandi,4-3-2-1,Mauro Vigliano,Match Report,,11.0,5.0,,0,0,2018,San Lorenzo
7,2017-11-04,16:15,Primera Div,Matchweek 8,Sat,Home,L,0,1,Banfield,64.0,,Nicolás Blandi,4-3-2-1,Germán Delfino,Match Report,,12.0,3.0,,0,1,2018,San Lorenzo
8,2017-11-18,19:15,Primera Div,Matchweek 9,Sat,Away,W,3,1,San Martín SJ,43.0,,Leandro Romagnoli,4-3-2-1,Fernando Rapallini,Match Report,,17.0,7.0,,0,0,2018,San Lorenzo
9,2017-11-25,19:15,Primera Div,Matchweek 10,Sat,Home,W,1,0,Argentinos Jun,37.0,,Nicolás Blandi,4-3-1-2,Hernán Mastrángelo,Match Report,,6.0,3.0,,0,0,2018,San Lorenzo
10,2017-11-30,19:15,Primera Div,Matchweek 12,Thu,Home,W,2,0,Tucumán,51.0,,Leandro Romagnoli,4-2-3-1,Ariel Penel,Match Report,,11.0,3.0,,0,0,2018,San Lorenzo
11,2017-12-03,17:00,Primera Div,Matchweek 11,Sun,Away,W,2,1,Tigre,49.0,,Nicolás Blandi,4-1-3-2,Fernando Echenique,Match Report,,5.0,3.0,,0,0,2018,San Lorenzo
12,2018-01-26,21:15,Primera Div,Matchweek 13,Fri,Away,L,0,2,Talleres,46.0,,Nicolás Blandi,4-3-1-2,Facundo Tello,Match Report,,7.0,1.0,,0,0,2018,San Lorenzo
13,2018-02-04,19:15,Primera Div,Matchweek 14,Sun,Home,D,1,1,Boca Juniors,35.0,,Nicolás Blandi,4-2-3-1,Silvio Trucco,Match Report,,15.0,2.0,,0,0,2018,San Lorenzo
14,2018-02-17,17:00,Primera Div,Matchweek 16,Sat,Home,W,1,0,Newell's OB,38.0,,Nicolás Blandi,4-4-1-1,Néstor Pitana,Match Report,,8.0,1.0,,0,0,2018,San Lorenzo
15,2018-02-26,21:15,Primera Div,Matchweek 17,Mon,Away,L,0,1,Gimnasia ELP,52.0,,Nicolás Blandi,4-1-3-2,Federico Beligoy,Match Report,,7.0,1.0,,0,0,2018,San Lorenzo
16,2018-03-03,17:00,Primera Div,Matchweek 18,Sat,Home,D,0,0,CA Unión,57.0,,Nicolás Blandi,4-1-2-1-2◆,Fernando Rapallini,Match Report,,11.0,3.0,,0,0,2018,San Lorenzo
17,2018-03-11,17:00,Primera Div,Matchweek 19,Sun,Away,D,1,1,CA Huracán,58.0,,Nicolás Blandi,4-1-3-2,Fernando Echenique,Match Report,,10.0,6.0,,0,0,2018,San Lorenzo
18,2018-03-17,17:45,Primera Div,Matchweek 20,Sat,Home,W,2,0,Club Olimpo,56.0,,Leandro Romagnoli,4-3-1-2,Nicolás Lamolina,Match Report,,16.0,7.0,,0,0,2018,San Lorenzo
19,2018-04-01,20:00,Primera Div,Matchweek 21,Sun,Away,W,2,0,Lanús,33.0,,Leandro Romagnoli,4-3-1-2,Hernán Mastrángelo,Match Report,,9.0,2.0,,0,0,2018,San Lorenzo
20,2018-04-04,20:00,Primera Div,Matchweek 15,Wed,Away,W,1,0,Independiente,34.0,,Nicolás Blandi,4-1-3-2,Patricio Loustau,Match Report,,14.0,5.0,,0,0,2018,San Lorenzo
21,2018-04-08,11:00,Primera Div,Matchweek 22,Sun,Home,L,0,5,Godoy Cruz,62.0,,Leandro Romagnoli,4-1-2-1-2◆,Ariel Penel,Match Report,,9.0,1.0,,0,0,2018,San Lorenzo
22,2018-04-16,21:15,Primera Div,Matchweek 23,Mon,Away,D,2,2,Vélez Sarsf,41.0,,Nicolás Blandi,4-4-1-1,Fernando Espinoza,Match Report,,17.0,4.0,,0,0,2018,San Lorenzo
23,2018-04-21,20:00,Primera Div,Matchweek 24,Sat,Home,W,1,0,Chacarita,47.0,,Fabricio Coloccini,4-4-1-1,Andrés Merlos,Match Report,,14.0,1.0,,0,0,2018,San Lorenzo
24,2018-04-29,13:15,Primera Div,Matchweek 25,Sun,Away,D,0,0,Patronato,54.0,,Juan Ignacio Mercier,4-4-1-1,Darío Herrera,Match Report,,18.0,8.0,,0,0,2018,San Lorenzo
25,2018-05-04,21:15,Primera Div,Matchweek 26,Fri,Home,W,2,0,Belgrano,48.0,,Nicolás Blandi,4-4-1-1,Nicolás Lamolina,Match Report,,12.0,6.0,,1,1,2018,San Lorenzo
26,2018-05-14,21:15,Primera Div,Matchweek 27,Mon,Away,L,0,2,River Plate,37.0,,Gonzalo Rodríguez,4-2-3-1,Patricio Loustau,Match Report,,12.0,2.0,,0,0,2018,San Lorenzo
0,2017-08-26,20:05,Primera Div,Matchweek 1,Sat,Away,L,1,3,Independiente,34.0,,Hugo Nervo,4-4-2,Patricio Loustau,Match Report,,6.0,1.0,,0,0,2018,CA Huracan
1,2017-09-11,21:05,Primera Div,Matchweek 2,Mon,Home,W,1,0,Newell's OB,51.0,14000.0,Hugo Nervo,4-2-2-2,Mauro Vigliano,Match Report,,12.0,5.0,,0,0,2018,CA Huracan
2,2017-09-18,19:05,Primera Div,Matchweek 3,Mon,Away,W,3,1,Gimnasia ELP,29.0,,Hugo Nervo,4-4-2,Silvio Trucco,Match Report,,6.0,3.0,,0,0,2018,CA Huracan
3,2017-09-23,14:05,Primera Div,Matchweek 4,Sat,Home,D,0,0,CA Unión,57.0,,Hugo Nervo,4-4-2,Facundo Tello,Match Report,,7.0,1.0,,0,0,2018,CA Huracan
4,2017-09-29,19:05,Primera Div,Matchweek 5,Fri,Away,D,0,0,Defensa y Just,37.0,,Hugo Nervo,4-2-2-2,Hernán Mastrángelo,Match Report,,5.0,0.0,,0,0,2018,CA Huracan
5,2017-10-16,19:05,Primera Div,Matchweek 6,Mon,Away,W,2,0,Club Olimpo,50.0,7000.0,Hugo Nervo,4-4-2,Fernando Espinoza,Match Report,,12.0,6.0,,0,0,2018,CA Huracan
6,2017-10-28,14:00,Primera Div,Matchweek 7,Sat,Home,W,4,0,Lanús,27.0,,Hugo Nervo,4-4-2,Jorge Baliño,Match Report,,8.0,6.0,,0,0,2018,CA Huracan
7,2017-11-03,21:05,Primera Div,Matchweek 8,Fri,Away,L,1,2,Godoy Cruz,56.0,,Marcos Guillermo Díaz,4-2-3-1,Diego Abal,Match Report,,12.0,4.0,,0,0,2018,CA Huracan
8,2017-11-20,21:30,Primera Div,Matchweek 9,Mon,Home,W,1,0,Vélez Sarsf,34.0,,Hugo Nervo,4-2-3-1,Mariano González,Match Report,,10.0,2.0,,1,1,2018,CA Huracan
9,2017-11-24,19:15,Primera Div,Matchweek 10,Fri,Away,W,2,0,Chacarita,34.0,,Hugo Nervo,4-4-2,Fernando Rapallini,Match Report,,8.0,4.0,,1,1,2018,CA Huracan
10,2017-12-01,21:30,Primera Div,Matchweek 11,Fri,Home,D,1,1,Patronato,68.0,,Hugo Nervo,4-2-3-1,Nicolás Lamolina,Match Report,,19.0,7.0,,1,2,2018,CA Huracan
11,2017-12-08,21:30,Primera Div,Matchweek 12,Fri,Away,L,0,1,Belgrano,35.0,,Hugo Nervo,4-4-2,Darío Herrera,Match Report,,6.0,1.0,,0,0,2018,CA Huracan
12,2018-01-28,21:10,Primera Div,Matchweek 13,Sun,Home,W,1,0,River Plate,28.0,,Hugo Nervo,4-2-3-1,Germán Delfino,Match Report,,7.0,4.0,,1,1,2018,CA Huracan
13,2018-02-04,21:30,Primera Div,Matchweek 14,Sun,Away,L,0,4,Racing Club,39.0,,Hugo Nervo,4-2-3-1,Jorge Baliño,Match Report,,7.0,1.0,,0,0,2018,CA Huracan
14,2018-02-12,21:15,Primera Div,Matchweek 15,Mon,Home,L,2,3,Rosario Cent,57.0,,Hugo Nervo,4-2-3-1,Patricio Loustau,Match Report,,23.0,6.0,,0,1,2018,CA Huracan
15,2018-02-18,17:00,Primera Div,Matchweek 16,Sun,Away,D,1,1,Arsenal,50.0,,Hugo Nervo,4-2-3-1,Darío Herrera,Match Report,,12.0,4.0,,0,0,2018,CA Huracan
16,2018-02-23,19:00,Primera Div,Matchweek 17,Fri,Home,W,1,0,Estudiantes,41.0,,Hugo Nervo,4-3-1-2,Juan Pompei,Match Report,,15.0,4.0,,0,0,2018,CA Huracan
17,2018-03-02,21:15,Primera Div,Matchweek 18,Fri,Away,D,0,0,Colón,36.0,,Marcos Guillermo Díaz,4-2-3-1,Facundo Tello,Match Report,,11.0,3.0,,0,0,2018,CA Huracan
18,2018-03-11,17:00,Primera Div,Matchweek 19,Sun,Home,D,1,1,San Lorenzo,43.0,,Hugo Nervo,4-3-1-2,Fernando Echenique,Match Report,,8.0,4.0,,0,0,2018,CA Huracan
19,2018-03-17,13:15,Primera Div,Matchweek 20,Sat,Away,W,2,1,Temperley,37.0,,Hugo Nervo,4-4-2,Germán Delfino,Match Report,,10.0,5.0,,0,0,2018,CA Huracan
20,2018-03-30,19:00,Primera Div,Matchweek 21,Fri,Home,D,1,1,Banfield,56.0,,Hugo Nervo,4-4-2,Silvio Trucco,Match Report,,17.0,3.0,,0,0,2018,CA Huracan
21,2018-04-08,13:15,Primera Div,Matchweek 22,Sun,Away,W,1,0,San Martín SJ,25.0,,Marcos Guillermo Díaz,4-2-3-1,Darío Herrera,Match Report,,7.0,3.0,,0,0,2018,CA Huracan
22,2018-04-13,21:15,Primera Div,Matchweek 23,Fri,Home,W,1,0,Argentinos Jun,52.0,,Marcos Guillermo Díaz,4-1-4-1,Jorge Baliño,Match Report,,12.0,3.0,,0,0,2018,CA Huracan
23,2018-04-22,11:00,Primera Div,Matchweek 24,Sun,Away,W,2,0,Tigre,43.0,,Hugo Nervo,4-1-4-1,Facundo Tello,Match Report,,17.0,7.0,,0,0,2018,CA Huracan
24,2018-04-28,20:00,Primera Div,Matchweek 25,Sat,Home,W,3,2,Tucumán,39.0,,Hugo Nervo,4-4-2,Patricio Loustau,Match Report,,12.0,5.0,,0,0,2018,CA Huracan
25,2018-05-05,17:45,Primera Div,Matchweek 26,Sat,Away,D,0,0,Talleres,33.0,,Hugo Nervo,4-2-3-1,Mauro Vigliano,Match Report,,12.0,3.0,,0,0,2018,CA Huracan
26,2018-05-12,11:00,Primera Div,Matchweek 27,Sat,Home,D,3,3,Boca Juniors,50.0,,Hugo Nervo,4-2-3-1,Fernando Rapallini,Match Report,,31.0,12.0,,0,0,2018,CA Huracan
0,2017-08-26,18:05,Primera Div,Matchweek 1,Sat,Home,W,5,2,Lanús,41.0,,Javier Gandolfi,4-3-3,Mauro Vigliano,Match Report,,18.0,9.0,,1,1,2018,Talleres
1,2017-09-10,14:05,Primera Div,Matchweek 2,Sun,Away,L,1,2,Godoy Cruz,71.0,,Javier Gandolfi,4-3-3,Darío Herrera,Match Report,,11.0,4.0,,0,0,2018,Talleres
2,2017-09-17,11:05,Primera Div,Matchweek 3,Sun,Home,D,0,0,Vélez Sarsf,61.0,,Pablo Guiñazú,4-3-3,Nicolás Lamolina,Match Report,,9.0,3.0,,0,0,2018,Talleres
3,2017-09-23,16:15,Primera Div,Matchweek 4,Sat,Away,W,1,0,Chacarita,41.0,,Javier Gandolfi,4-3-3,Germán Delfino,Match Report,,11.0,5.0,,0,0,2018,Talleres
4,2017-10-01,11:05,Primera Div,Matchweek 5,Sun,Home,W,1,0,Patronato,63.0,,Javier Gandolfi,4-3-3,Fernando Rapallini,Match Report,,21.0,7.0,,0,0,2018,Talleres
5,2017-10-15,16:05,Primera Div,Matchweek 6,Sun,Away,D,0,0,Belgrano,57.0,,Pablo Guiñazú,4-3-3,Ariel Penel,Match Report,,7.0,3.0,,0,0,2018,Talleres
6,2017-10-28,20:20,Primera Div,Matchweek 7,Sat,Home,W,4,0,River Plate,48.0,,Javier Gandolfi,4-3-3,Hernán Mastrángelo,Match Report,,16.0,6.0,,1,1,2018,Talleres
7,2017-11-04,21:30,Primera Div,Matchweek 8,Sat,Away,D,1,1,Racing Club,52.0,,Pablo Guiñazú,4-3-3,Fernando Rapallini,Match Report,,16.0,6.0,,0,0,2018,Talleres
8,2017-11-19,21:30,Primera Div,Matchweek 9,Sun,Home,L,0,1,Rosario Cent,72.0,,Pablo Guiñazú,4-3-3,Jorge Baliño,Match Report,,14.0,5.0,,0,0,2018,Talleres
9,2017-11-27,17:00,Primera Div,Matchweek 10,Mon,Away,W,1,0,Arsenal,47.0,,Pablo Guiñazú,4-3-3,Mauro Vigliano,Match Report,,11.0,4.0,,0,0,2018,Talleres
10,2017-12-03,17:00,Primera Div,Matchweek 11,Sun,Home,L,0,1,Estudiantes,71.0,,Pablo Guiñazú,4-3-3,Diego Abal,Match Report,,14.0,1.0,,0,1,2018,Talleres
11,2017-12-10,19:15,Primera Div,Matchweek 12,Sun,Away,W,2,0,Colón,49.0,,Pablo Guiñazú,4-3-3,Jorge Baliño,Match Report,,14.0,8.0,,0,0,2018,Talleres
12,2018-01-26,21:15,Primera Div,Matchweek 13,Fri,Home,W,2,0,San Lorenzo,54.0,,Pablo Guiñazú,4-3-3,Facundo Tello,Match Report,,11.0,5.0,,1,1,2018,Talleres
13,2018-02-05,19:00,Primera Div,Matchweek 14,Mon,Away,W,1,0,Temperley,55.0,,Pablo Guiñazú,4-3-3,Andrés Merlos,Match Report,,8.0,2.0,,0,0,2018,Talleres
14,2018-02-11,17:00,Primera Div,Matchweek 15,Sun,Home,W,1,0,Banfield,70.0,,Pablo Guiñazú,4-3-3,Darío Herrera,Match Report,,9.0,3.0,,1,1,2018,Talleres
15,2018-02-18,17:00,Primera Div,Matchweek 16,Sun,Away,D,1,1,San Martín SJ,50.0,,Pablo Guiñazú,4-3-3,Fernando Rapallini,Match Report,,12.0,5.0,,0,0,2018,Talleres
16,2018-02-26,19:00,Primera Div,Matchweek 17,Mon,Home,W,2,0,Argentinos Jun,40.0,,Pablo Guiñazú,4-3-3,Néstor Pitana,Match Report,,14.0,7.0,,0,0,2018,Talleres
17,2018-03-03,17:00,Primera Div,Matchweek 18,Sat,Away,D,0,0,Tigre,57.0,,Pablo Guiñazú,4-3-3,Mauro Vigliano,Match Report,,13.0,4.0,,0,1,2018,Talleres
18,2018-03-09,21:15,Primera Div,Matchweek 19,Fri,Home,W,3,1,Tucumán,64.0,,Pablo Guiñazú,4-3-3,Hernán Mastrángelo,Match Report,,18.0,7.0,,0,0,2018,Talleres
19,2018-03-17,20:00,Primera Div,Matchweek 20,Sat,Home,W,1,0,Defensa y Just,46.0,,Pablo Guiñazú,4-3-3,Facundo Tello,Match Report,,11.0,2.0,,0,0,2018,Talleres
20,2018-04-01,17:45,Primera Div,Matchweek 21,Sun,Away,L,1,2,Boca Juniors,45.0,,Pablo Guiñazú,4-3-3,Federico Beligoy,Match Report,,10.0,2.0,,0,0,2018,Talleres
