,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
26,2020-02-05,21:00,Ligue 1,Matchweek 23,Wed,Away,W,2,0,Saint-Étienne,0.5,0.6,52.0,29074.0,Steve Mandanda,4-3-3,Jérôme Brisard,Match Report,,5.0,3.0,15.9,0.0,0.0,0.0,2020,Marseille
27,2020-02-08,17:30,Ligue 1,Matchweek 24,Sat,Home,W,1,0,Toulouse,0.8,1.7,58.0,53995.0,Steve Mandanda,4-3-3,Stéphanie Frappart,Match Report,,12.0,3.0,23.0,0.0,0.0,0.0,2020,Marseille
29,2020-02-16,21:00,Ligue 1,Matchweek 25,Sun,Away,W,2,1,Lille,1.6,1.3,44.0,47314.0,Steve Mandanda,4-3-3,Franck Schneider,Match Report,,4.0,1.0,18.4,0.0,0.0,1.0,2020,Marseille
30,2020-02-22,17:30,Ligue 1,Matchweek 26,Sat,Home,L,1,3,Nantes,0.9,0.7,63.0,60430.0,Steve Mandanda,4-3-3,Jérôme Miguelgorry,Match Report,,15.0,5.0,22.4,1.0,0.0,0.0,2020,Marseille
31,2020-02-28,20:45,Ligue 1,Matchweek 27,Fri,Away,W,3,2,Nîmes,1.9,1.8,51.0,13755.0,Steve Mandanda,4-2-3-1,Clément Turpin,Match Report,,13.0,4.0,19.0,1.0,0.0,0.0,2020,Marseille
32,2020-03-06,21:00,Ligue 1,Matchweek 28,Fri,Home,D,2,2,Amiens,1.1,2.1,55.0,49748.0,Steve Mandanda,4-2-3-1,François Letexier,Match Report,,13.0,6.0,21.0,2.0,0.0,0.0,2020,Marseille
1,2019-08-10,20:00,Ligue 1,Matchweek 1,Sat,Away,W,1,0,Montpellier,1.2,2.9,44.0,15212.0,Damien Da Silva,5-3-2,Willy Delajod,Match Report,,9.0,3.0,17.9,2.0,0.0,0.0,2020,Rennes
2,2019-08-18,21:00,Ligue 1,Matchweek 2,Sun,Home,W,2,1,Paris S-G,1.2,1.0,38.0,28596.0,Damien Da Silva,5-3-2,Antony Gautier,Match Report,,10.0,3.0,17.2,0.0,0.0,0.0,2020,Rennes
3,2019-08-25,17:00,Ligue 1,Matchweek 3,Sun,Away,W,2,0,Strasbourg,0.6,1.9,49.0,24951.0,Damien Da Silva,5-3-2,Ruddy Buquet,Match Report,,7.0,4.0,31.9,3.0,0.0,0.0,2020,Rennes
4,2019-09-01,15:00,Ligue 1,Matchweek 4,Sun,Home,L,1,2,Nice,0.8,1.8,46.0,26721.0,Damien Da Silva,5-3-2,Johan Hamel,Match Report,,11.0,3.0,16.1,0.0,0.0,0.0,2020,Rennes
5,2019-09-14,20:00,Ligue 1,Matchweek 5,Sat,Away,D,0,0,Brest,0.4,0.5,50.0,14937.0,Damien Da Silva,5-3-2,Clément Turpin,Match Report,,9.0,2.0,20.9,0.0,0.0,0.0,2020,Rennes
7,2019-09-22,15:00,Ligue 1,Matchweek 6,Sun,Home,D,1,1,Lille,0.9,1.1,51.0,25772.0,M'Baye Niang,4-4-2,Jérôme Brisard,Match Report,,11.0,3.0,22.3,2.0,0.0,0.0,2020,Rennes
8,2019-09-25,19:00,Ligue 1,Matchweek 7,Wed,Away,L,0,1,Nantes,1.1,1.4,56.0,26952.0,Damien Da Silva,4-4-2,Antony Gautier,Match Report,,5.0,1.0,17.8,0.0,0.0,1.0,2020,Rennes
9,2019-09-29,21:00,Ligue 1,Matchweek 8,Sun,Away,D,1,1,Marseille,0.9,0.8,45.0,44281.0,Damien Da Silva,5-3-2,Franck Schneider,Match Report,,11.0,3.0,17.5,0.0,0.0,0.0,2020,Rennes
11,2019-10-06,17:00,Ligue 1,Matchweek 9,Sun,Home,L,0,1,Reims,1.1,1.6,63.0,20950.0,M'Baye Niang,5-3-2,Stéphanie Frappart,Match Report,,18.0,3.0,18.0,1.0,0.0,0.0,2020,Rennes
12,2019-10-20,17:00,Ligue 1,Matchweek 10,Sun,Away,L,2,3,Monaco,1.5,1.4,37.0,6763.0,Damien Da Silva,5-3-2,Jérôme Brisard,Match Report,,10.0,3.0,14.1,0.0,0.0,0.0,2020,Rennes
14,2019-10-27,15:00,Ligue 1,Matchweek 11,Sun,Home,W,3,2,Toulouse,2.1,1.2,52.0,22918.0,Damien Da Silva,4-4-2,Antony Gautier,Match Report,,14.0,5.0,18.1,2.0,0.0,0.0,2020,Rennes
16,2019-11-10,15:00,Ligue 1,Matchweek 13,Sun,Home,W,3,1,Amiens,3.4,0.8,45.0,20677.0,Damien Da Silva,4-4-2,Benoît Bastien,Match Report,,21.0,9.0,17.1,1.0,1.0,1.0,2020,Rennes
17,2019-11-23,20:00,Ligue 1,Matchweek 14,Sat,Away,L,1,2,Dijon,0.9,1.3,45.0,12084.0,Damien Da Silva,4-4-2,Jérôme Brisard,Match Report,,11.0,3.0,19.4,0.0,0.0,0.0,2020,Rennes
19,2019-12-01,17:00,Ligue 1,Matchweek 15,Sun,Home,W,2,1,Saint-Étienne,1.4,0.5,54.0,26738.0,Damien Da Silva,4-4-2,Eric Wattellier,Match Report,,14.0,5.0,19.4,1.0,0.0,0.0,2020,Rennes
20,2019-12-04,19:00,Ligue 1,Matchweek 16,Wed,Away,W,1,0,Metz,1.1,0.9,45.0,14214.0,Damien Da Silva,4-4-2,Karim Abed,Match Report,,12.0,2.0,22.5,1.0,0.0,0.0,2020,Rennes
21,2019-12-07,20:00,Ligue 1,Matchweek 17,Sat,Home,W,2,1,Angers,1.2,0.8,44.0,25656.0,Damien Da Silva,4-4-2,Amaury Delerue,Match Report,,8.0,3.0,16.4,0.0,0.0,0.0,2020,Rennes
23,2019-12-15,17:00,Ligue 1,Matchweek 18,Sun,Away,W,1,0,Lyon,2.1,0.6,47.0,45010.0,Damien Da Silva,4-4-1-1,Benoît Bastien,Match Report,,12.0,5.0,20.4,3.0,0.0,0.0,2020,Rennes
25,2019-12-21,20:45,Ligue 1,Matchweek 19,Sat,Home,W,1,0,Bordeaux,0.9,0.7,49.0,26403.0,Damien Da Silva,4-4-2,Thomas Léonard,Match Report,,12.0,5.0,18.5,0.0,0.0,0.0,2020,Rennes
27,2020-01-10,20:45,Ligue 1,Matchweek 20,Fri,Home,L,0,1,Marseille,0.6,0.7,53.0,28896.0,Damien Da Silva,4-4-2,Benoît Millot,Match Report,,9.0,2.0,19.1,1.0,0.0,0.0,2020,Rennes
28,2020-01-15,19:00,Ligue 1,Matchweek 12,Wed,Away,W,1,0,Nîmes,0.6,0.3,45.0,12388.0,Damien Da Silva,4-4-2,Willy Delajod,Match Report,,8.0,2.0,19.6,2.0,0.0,0.0,2020,Rennes
30,2020-01-24,20:45,Ligue 1,Matchweek 21,Fri,Away,D,1,1,Nice,2.4,2.1,45.0,15199.0,Jérémy Morel,4-4-2,Hakim Ben El Hadj Salem,Match Report,,20.0,5.0,13.9,1.0,0.0,0.0,2020,Rennes
32,2020-01-31,20:45,Ligue 1,Matchweek 22,Fri,Home,W,3,2,Nantes,2.3,0.9,57.0,27836.0,Damien Da Silva,4-4-2,Benoît Millot,Match Report,,12.0,8.0,16.1,0.0,0.0,1.0,2020,Rennes
33,2020-02-04,19:00,Ligue 1,Matchweek 23,Tue,Away,L,0,1,Lille,0.5,0.8,51.0,35030.0,Damien Da Silva,4-4-2,Johan Hamel,Match Report,,11.0,4.0,24.2,1.0,0.0,0.0,2020,Rennes
34,2020-02-08,20:00,Ligue 1,Matchweek 24,Sat,Home,D,0,0,Brest,1.0,0.5,58.0,28436.0,Damien Da Silva,4-4-2,Ruddy Buquet,Match Report,,17.0,2.0,20.6,2.0,0.0,0.0,2020,Rennes
36,2020-02-16,17:00,Ligue 1,Matchweek 25,Sun,Away,L,0,1,Reims,0.2,1.3,44.0,13026.0,Damien Da Silva,4-4-2,Florent Batta,Match Report,,3.0,1.0,23.3,1.0,0.0,0.0,2020,Rennes
37,2020-02-23,17:00,Ligue 1,Matchweek 26,Sun,Home,W,2,1,Nîmes,2.5,0.4,64.0,28084.0,Damien Da Silva,4-4-2,Stéphanie Frappart,Match Report,,26.0,8.0,18.6,2.0,0.0,0.0,2020,Rennes
38,2020-02-29,20:00,Ligue 1,Matchweek 27,Sat,Away,W,2,0,Toulouse,1.2,0.9,59.0,13301.0,Damien Da Silva,4-4-2,Jeremy Stinat,Match Report,,11.0,4.0,19.6,0.0,0.0,0.0,2020,Rennes
40,2020-03-08,17:00,Ligue 1,Matchweek 28,Sun,Home,W,5,0,Montpellier,3.1,1.0,54.0,24818.0,Damien Da Silva,4-3-3,Jérémie Pignard,Match Report,,14.0,7.0,22.3,1.0,2.0,2.0,2020,Rennes
0,2019-08-11,15:00,Ligue 1,Matchweek 1,Sun,Home,W,2,1,Nantes,1.3,0.6,54.0,34494.0,José Fonte,4-2-3-1,Mikael Lesage,Match Report,,13.0,3.0,18.1,1.0,0.0,0.0,2020,Lille
1,2019-08-17,20:00,Ligue 1,Matchweek 2,Sat,Away,L,0,1,Amiens,0.3,1.0,51.0,12481.0,José Fonte,4-2-3-1,Karim Abed,Match Report,,9.0,0.0,24.8,1.0,0.0,0.0,2020,Lille
2,2019-08-28,19:00,Ligue 1,Matchweek 3,Wed,Home,W,3,0,Saint-Étienne,2.4,0.8,51.0,36138.0,José Fonte,4-2-3-1,Olivier Thual,Match Report,,15.0,6.0,18.2,1.0,1.0,1.0,2020,Lille
3,2019-09-01,15:00,Ligue 1,Matchweek 4,Sun,Away,L,0,2,Reims,1.6,2.1,59.0,14477.0,José Fonte,4-2-3-1,Eric Wattellier,Match Report,,10.0,2.0,18.4,0.0,0.0,1.0,2020,Lille
4,2019-09-13,19:00,Ligue 1,Matchweek 5,Fri,Home,W,2,1,Angers,1.4,0.7,56.0,32834.0,José Fonte,4-2-3-1,Ruddy Buquet,Match Report,,13.0,4.0,21.1,1.0,0.0,0.0,2020,Lille
6,2019-09-22,15:00,Ligue 1,Matchweek 6,Sun,Away,D,1,1,Rennes,1.1,0.9,49.0,25772.0,José Fonte,4-2-3-1,Jérôme Brisard,Match Report,,15.0,6.0,19.2,0.0,0.0,0.0,2020,Lille
7,2019-09-25,19:00,Ligue 1,Matchweek 7,Wed,Home,W,2,0,Strasbourg,2.8,0.3,64.0,30103.0,Adama Soumaoro,4-4-2,Johan Hamel,Match Report,,12.0,5.0,15.0,1.0,0.0,0.0,2020,Lille
8,2019-09-28,20:00,Ligue 1,Matchweek 8,Sat,Away,D,1,1,Nice,1.4,1.2,41.0,18295.0,José Fonte,4-2-3-1,Clément Turpin,Match Report,,11.0,6.0,20.7,0.0,0.0,0.0,2020,Lille
10,2019-10-06,15:00,Ligue 1,Matchweek 9,Sun,Home,D,2,2,Nîmes,2.6,1.8,65.0,31542.0,Adama Soumaoro,4-2-2-2,Mikael Lesage,Match Report,,18.0,7.0,16.6,0.0,0.0,0.0,2020,Lille
11,2019-10-19,20:00,Ligue 1,Matchweek 10,Sat,Away,L,1,2,Toulouse,0.8,2.5,59.0,12277.0,José Fonte,4-2-3-1,Stéphanie Frappart,Match Report,,9.0,2.0,16.7,0.0,0.0,0.0,2020,Lille
13,2019-10-26,17:30,Ligue 1,Matchweek 11,Sat,Home,W,3,0,Bordeaux,1.8,0.3,45.0,35925.0,José Fonte,3-4-3,Willy Delajod,Match Report,,10.0,2.0,19.9,0.0,1.0,1.0,2020,Lille
14,2019-11-02,17:30,Ligue 1,Matchweek 12,Sat,Away,L,1,2,Marseille,0.4,0.7,56.0,53321.0,Adama Soumaoro,3-4-3,Hakim Ben El Hadj Salem,Match Report,,6.0,2.0,15.2,0.0,0.0,0.0,2020,Lille
16,2019-11-09,20:00,Ligue 1,Matchweek 13,Sat,Home,D,0,0,Metz,1.4,0.1,68.0,33425.0,José Fonte,4-2-3-1,Florent Batta,Match Report,,13.0,5.0,13.3,0.0,0.0,0.0,2020,Lille
17,2019-11-22,20:45,Ligue 1,Matchweek 14,Fri,Away,L,0,2,Paris S-G,1.0,2.6,41.0,47476.0,José Fonte,5-3-2,Willy Delajod,Match Report,,13.0,8.0,19.2,0.0,0.0,0.0,2020,Lille
19,2019-11-30,20:00,Ligue 1,Matchweek 15,Sat,Home,W,1,0,Dijon,1.7,0.8,50.0,40074.0,José Fonte,4-2-3-1,Jeremy Stinat,Match Report,,18.0,4.0,19.8,0.0,1.0,1.0,2020,Lille
20,2019-12-03,21:05,Ligue 1,Matchweek 16,Tue,Away,W,1,0,Lyon,0.9,0.8,39.0,42535.0,José Fonte,4-2-3-1,Ruddy Buquet,Match Report,,8.0,2.0,17.1,0.0,0.0,0.0,2020,Lille
21,2019-12-06,19:00,Ligue 1,Matchweek 17,Fri,Home,W,1,0,Brest,2.6,0.3,55.0,32682.0,José Fonte,4-2-3-1,Eric Wattellier,Match Report,,15.0,9.0,15.6,1.0,0.0,1.0,2020,Lille
23,2019-12-13,20:45,Ligue 1,Matchweek 18,Fri,Home,W,2,1,Montpellier,2.0,1.3,48.0,30170.0,José Fonte,4-2-3-1,Jérôme Brisard,Match Report,,12.0,7.0,26.4,1.0,1.0,2.0,2020,Lille
25,2019-12-21,20:45,Ligue 1,Matchweek 19,Sat,Away,L,1,5,Monaco,0.8,3.4,60.0,5388.0,José Fonte,4-2-3-1,Mikael Lesage,Match Report,,9.0,4.0,20.7,0.0,0.0,0.0,2020,Lille
28,2020-01-12,17:00,Ligue 1,Matchweek 20,Sun,Away,L,0,1,Dijon,0.6,1.2,64.0,12115.0,Adama Soumaoro,4-2-3-1,Franck Schneider,Match Report,,12.0,6.0,18.9,0.0,0.0,0.0,2020,Lille
31,2020-01-26,21:00,Ligue 1,Matchweek 21,Sun,Home,L,0,2,Paris S-G,0.5,2.0,42.0,49132.0,José Fonte,4-2-3-1,Amaury Delerue,Match Report,,9.0,2.0,21.1,0.0,0.0,0.0,2020,Lille
33,2020-02-01,20:00,Ligue 1,Matchweek 22,Sat,Away,W,2,1,Strasbourg,1.5,1.3,55.0,25139.0,José Fonte,4-4-2,Stéphanie Frappart,Match Report,,8.0,2.0,15.4,0.0,1.0,1.0,2020,Lille
34,2020-02-04,19:00,Ligue 1,Matchweek 23,Tue,Home,W,1,0,Rennes,0.8,0.5,49.0,35030.0,José Fonte,4-4-2,Johan Hamel,Match Report,,14.0,3.0,22.4,0.0,0.0,0.0,2020,Lille
35,2020-02-07,20:45,Ligue 1,Matchweek 24,Fri,Away,W,2,0,Angers,1.6,0.6,50.0,9145.0,José Fonte,4-2-2-2,Benoît Bastien,Match Report,,12.0,4.0,19.4,1.0,0.0,0.0,2020,Lille
36,2020-02-16,21:00,Ligue 1,Matchweek 25,Sun,Home,L,1,2,Marseille,1.3,1.6,56.0,47314.0,José Fonte,4-2-2-2,Franck Schneider,Match Report,,13.0,3.0,19.4,0.0,0.0,0.0,2020,Lille
37,2020-02-22,20:00,Ligue 1,Matchweek 26,Sat,Home,W,3,0,Toulouse,2.3,0.4,60.0,37034.0,José Fonte,4-4-2,Thomas Léonard,Match Report,,18.0,9.0,16.6,0.0,0.0,0.0,2020,Lille
