,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
9,2019-10-20,12:30,Serie A,Matchweek 8,Sun,Away,W,4.0,3.0,Sassuolo,2.6,0.7,46.0,17935.0,Samir Handanović,3-5-2,Piero Giacomelli,Match Report,,11.0,5.0,17.9,1.0,2,2,2020,Internazionale
11,2019-10-26,18:00,Serie A,Matchweek 9,Sat,Home,D,2.0,2.0,Parma,2.5,1.0,67.0,67076.0,Samir Handanović,3-5-2,Daniele Chiffi,Match Report,,29.0,6.0,17.4,1.0,0,0,2020,Internazionale
12,2019-10-29,21:00,Serie A,Matchweek 10,Tue,Away,W,2.0,1.0,Brescia,0.8,1.8,57.0,16500.0,Samir Handanović,3-5-2,Michael Fabbri,Match Report,,13.0,2.0,17.7,0.0,0,0,2020,Internazionale
13,2019-11-02,18:00,Serie A,Matchweek 11,Sat,Away,W,2.0,1.0,Bologna,2.3,0.5,52.0,28498.0,Samir Handanović,3-5-2,Federico La Penna,Match Report,,14.0,7.0,15.9,0.0,1,1,2020,Internazionale
15,2019-11-09,18:00,Serie A,Matchweek 12,Sat,Home,W,2.0,1.0,Hellas Verona,2.4,1.3,60.0,66202.0,Samir Handanović,3-5-2,Paolo Valeri,Match Report,,38.0,11.0,18.4,2.0,0,0,2020,Internazionale
16,2019-11-23,20:45,Serie A,Matchweek 13,Sat,Away,W,3.0,0.0,Torino,1.4,0.6,41.0,26059.0,Samir Handanović,3-5-2,Fabio Maresca,Match Report,,12.0,5.0,15.0,0.0,0,0,2020,Internazionale
18,2019-12-01,15:00,Serie A,Matchweek 14,Sun,Home,W,2.0,1.0,SPAL,1.9,1.2,55.0,61221.0,Samir Handanović,3-5-2,Massimiliano Irrati,Match Report,,19.0,8.0,17.0,0.0,0,0,2020,Internazionale
19,2019-12-06,20:45,Serie A,Matchweek 15,Fri,Home,D,0.0,0.0,Roma,1.5,0.2,50.0,67008.0,Samir Handanović,3-5-2,Giampaolo Calvarese,Match Report,,9.0,2.0,17.6,1.0,0,0,2020,Internazionale
21,2019-12-15,20:45,Serie A,Matchweek 16,Sun,Away,D,1.0,1.0,Fiorentina,0.8,0.7,48.0,37537.0,Samir Handanović,3-5-2,Maurizio Mariani,Match Report,,6.0,5.0,12.4,0.0,0,0,2020,Internazionale
22,2019-12-21,18:00,Serie A,Matchweek 17,Sat,Home,W,4.0,0.0,Genoa,2.5,0.7,49.0,57490.0,Samir Handanović,3-5-2,Luca Pairetto,Match Report,,16.0,8.0,17.8,1.0,1,1,2020,Internazionale
23,2020-01-06,20:45,Serie A,Matchweek 18,Mon,Away,W,3.0,1.0,Napoli,1.4,1.6,43.0,31191.0,Samir Handanović,3-5-2,Daniele Doveri,Match Report,,14.0,8.0,18.1,0.0,0,0,2020,Internazionale
24,2020-01-11,20:45,Serie A,Matchweek 19,Sat,Home,D,1.0,1.0,Atalanta,0.7,2.5,37.0,70042.0,Samir Handanović,3-5-2,Gianluca Rocchi,Match Report,,10.0,4.0,21.4,0.0,0,0,2020,Internazionale
26,2020-01-19,15:00,Serie A,Matchweek 20,Sun,Away,D,1.0,1.0,Lecce,1.7,1.2,66.0,25966.0,Samir Handanović,3-5-2,Piero Giacomelli,Match Report,,24.0,8.0,18.9,1.0,0,0,2020,Internazionale
27,2020-01-26,12:30,Serie A,Matchweek 21,Sun,Home,D,1.0,1.0,Cagliari,1.4,0.9,41.0,70465.0,Samir Handanović,3-5-2,Gianluca Manganiello,Match Report,,18.0,5.0,16.8,1.0,0,0,2020,Internazionale
29,2020-02-02,20:45,Serie A,Matchweek 22,Sun,Away,W,2.0,0.0,Udinese,2.5,0.7,57.0,23215.0,Milan Škriniar,3-4-1-2,Marco Di Bello,Match Report,,17.0,7.0,16.5,0.0,1,1,2020,Internazionale
30,2020-02-09,20:45,Serie A,Matchweek 23,Sun,Home,W,4.0,2.0,Milan,2.0,2.2,44.0,75817.0,Marcelo Brozović,3-5-2,Fabio Maresca,Match Report,,16.0,7.0,19.1,1.0,0,0,2020,Internazionale
32,2020-02-16,20:45,Serie A,Matchweek 24,Sun,Away,L,1.0,2.0,Lazio,0.6,1.7,51.0,62500.0,Marcelo Brozović,3-5-2,Gianluca Rocchi,Match Report,,10.0,4.0,17.1,1.0,0,0,2020,Internazionale
35,2020-03-08,20:45,Serie A,Matchweek 26,Sun,Away,L,0.0,2.0,Juventus,0.6,1.1,46.0,,Samir Handanović,3-5-2,Marco Guida,Match Report,,13.0,1.0,23.3,1.0,0,0,2020,Internazionale
37,2020-06-21,21:45,Serie A,Matchweek 25,Sun,Home,W,2.0,1.0,Sampdoria,2.3,0.5,72.0,,Samir Handanović,3-4-1-2,Maurizio Mariani,Match Report,,18.0,4.0,16.0,0.0,0,0,2020,Internazionale
38,2020-06-24,19:30,Serie A,Matchweek 27,Wed,Home,D,3.0,3.0,Sassuolo,3.2,2.0,48.0,,Samir Handanović,3-4-1-2,Davide Massa,Match Report,,16.0,8.0,15.5,2.0,1,1,2020,Internazionale
39,2020-06-28,21:45,Serie A,Matchweek 28,Sun,Away,W,2.0,1.0,Parma,2.2,1.2,66.0,,Samir Handanović,3-4-1-2,Fabio Maresca,Match Report,,24.0,6.0,17.0,1.0,0,0,2020,Internazionale
40,2020-07-01,19:30,Serie A,Matchweek 29,Wed,Home,W,6.0,0.0,Brescia,3.7,0.5,61.0,,Samir Handanović,3-4-1-2,Gianluca Manganiello,Match Report,,20.0,8.0,13.4,0.0,1,1,2020,Internazionale
41,2020-07-05,17:15,Serie A,Matchweek 30,Sun,Home,L,1.0,2.0,Bologna,2.5,1.1,62.0,,Samir Handanović,3-4-1-2,Luca Pairetto,Match Report,,17.0,5.0,15.4,0.0,0,1,2020,Internazionale
42,2020-07-09,21:45,Serie A,Matchweek 31,Thu,Away,D,2.0,2.0,Hellas Verona,1.3,1.1,57.0,,Samir Handanović,3-4-1-2,Massimiliano Irrati,Match Report,,17.0,6.0,18.6,1.0,0,0,2020,Internazionale
43,2020-07-13,21:45,Serie A,Matchweek 32,Mon,Home,W,3.0,1.0,Torino,2.3,1.5,60.0,,Samir Handanović,3-4-1-2,Davide Massa,Match Report,,24.0,10.0,15.7,0.0,0,0,2020,Internazionale
44,2020-07-16,21:45,Serie A,Matchweek 33,Thu,Away,W,4.0,0.0,SPAL,2.2,0.8,61.0,,Samir Handanović,3-4-1-2,Antonio Giua,Match Report,,16.0,6.0,18.3,1.0,0,0,2020,Internazionale
45,2020-07-19,21:45,Serie A,Matchweek 34,Sun,Away,D,2.0,2.0,Roma,1.5,1.2,57.0,,Samir Handanović,3-4-1-2,Marco Di Bello,Match Report,,7.0,2.0,20.1,1.0,1,1,2020,Internazionale
46,2020-07-22,21:45,Serie A,Matchweek 35,Wed,Home,D,0.0,0.0,Fiorentina,2.4,1.0,61.0,,Samir Handanović,3-4-1-2,Piero Giacomelli,Match Report,,19.0,6.0,15.7,1.0,0,0,2020,Internazionale
47,2020-07-25,19:30,Serie A,Matchweek 36,Sat,Away,W,3.0,0.0,Genoa,2.1,0.5,56.0,,Samir Handanović,3-4-1-2,Davide Massa,Match Report,,12.0,4.0,16.2,0.0,0,0,2020,Internazionale
48,2020-07-28,21:45,Serie A,Matchweek 37,Tue,Home,W,2.0,0.0,Napoli,0.6,1.1,42.0,,Samir Handanović,3-4-1-2,Paolo Valeri,Match Report,,8.0,6.0,16.9,1.0,0,0,2020,Internazionale
49,2020-08-01,20:45,Serie A,Matchweek 38,Sat,Away,W,2.0,0.0,Atalanta,0.7,1.2,47.0,,Samir Handanović,3-4-1-2,Piero Giacomelli,Match Report,,11.0,3.0,20.8,0.0,0,0,2020,Internazionale
0,2019-08-25,20:45,Serie A,Matchweek 1,Sun,Away,W,3,2,SPAL,1.8,1.6,59.0,11706.0,Papu Gómez,3-4-1-2,Gianluca Manganiello,Match Report,,21.0,13.0,18.6,0.0,0,0,2020,Atalanta
1,2019-09-01,20:45,Serie A,Matchweek 2,Sun,Home,L,2,3,Torino,1.8,0.8,58.0,8182.0,Papu Gómez,3-4-1-2,Daniele Doveri,Match Report,,26.0,9.0,17.8,0.0,0,0,2020,Atalanta
2,2019-09-15,12:30,Serie A,Matchweek 3,Sun,Away,W,2,1,Genoa,2.5,1.4,48.0,23395.0,Papu Gómez,3-4-3,Michael Fabbri,Match Report,,17.0,5.0,17.3,0.0,1,1,2020,Atalanta
4,2019-09-22,18:00,Serie A,Matchweek 4,Sun,Home,D,2,2,Fiorentina,1.6,1.0,64.0,10314.0,Andrea Masiello,3-5-2,Daniele Orsato,Match Report,,19.0,3.0,20.6,3.0,0,0,2020,Atalanta
5,2019-09-25,19:00,Serie A,Matchweek 5,Wed,Away,W,2,0,Roma,1.8,1.8,53.0,31832.0,Papu Gómez,3-4-1-2,Massimiliano Irrati,Match Report,,18.0,5.0,17.5,0.0,0,0,2020,Atalanta
6,2019-09-28,20:45,Serie A,Matchweek 6,Sat,Away,W,4,1,Sassuolo,2.3,0.5,49.0,11604.0,Papu Gómez,3-4-3,Paolo Valeri,Match Report,,13.0,7.0,13.3,0.0,0,0,2020,Atalanta
8,2019-10-06,15:00,Serie A,Matchweek 7,Sun,Home,W,3,1,Lecce,3.4,1.3,57.0,20771.0,Papu Gómez,3-4-1-2,Marco Di Bello,Match Report,,30.0,15.0,15.6,0.0,0,0,2020,Atalanta
9,2019-10-19,15:00,Serie A,Matchweek 8,Sat,Away,D,3,3,Lazio,2.6,2.9,49.0,30000.0,Papu Gómez,3-4-3,Gianluca Rocchi,Match Report,,22.0,9.0,20.6,3.0,0,0,2020,Atalanta
11,2019-10-27,15:00,Serie A,Matchweek 9,Sun,Home,W,7,1,Udinese,5.4,0.4,63.0,18677.0,Papu Gómez,3-4-1-2,Fabio Maresca,Match Report,,22.0,11.0,17.7,0.0,2,2,2020,Atalanta
12,2019-10-30,19:00,Serie A,Matchweek 10,Wed,Away,D,2,2,Napoli,1.8,2.7,49.0,30061.0,Papu Gómez,3-4-1-2,Piero Giacomelli,Match Report,,15.0,4.0,14.5,2.0,0,0,2020,Atalanta
13,2019-11-03,12:30,Serie A,Matchweek 11,Sun,Home,L,0,2,Cagliari,1.2,0.9,57.0,18617.0,Papu Gómez,3-4-1-2,Rosario Abisso,Match Report,,19.0,3.0,18.1,1.0,0,0,2020,Atalanta
15,2019-11-10,15:00,Serie A,Matchweek 12,Sun,Away,D,0,0,Sampdoria,0.6,1.1,64.0,19799.0,Papu Gómez,3-4-1-2,Massimiliano Irrati,Match Report,,9.0,3.0,19.6,2.0,0,0,2020,Atalanta
16,2019-11-23,15:00,Serie A,Matchweek 13,Sat,Home,L,1,3,Juventus,2.7,1.2,47.0,20899.0,Papu Gómez,3-4-1-2,Gianluca Rocchi,Match Report,,21.0,7.0,18.1,0.0,0,1,2020,Atalanta
18,2019-11-30,15:00,Serie A,Matchweek 14,Sat,Away,W,3,0,Brescia,2.7,1.2,68.0,14000.0,Papu Gómez,3-4-1-2,Daniele Doveri,Match Report,,24.0,10.0,16.5,0.0,0,0,2020,Atalanta
19,2019-12-07,15:00,Serie A,Matchweek 15,Sat,Home,W,3,2,Hellas Verona,2.4,0.9,58.0,19335.0,Papu Gómez,3-4-3,Paolo Valeri,Match Report,,20.0,9.0,17.7,0.0,1,1,2020,Atalanta
21,2019-12-15,15:00,Serie A,Matchweek 16,Sun,Away,L,1,2,Bologna,2.4,1.3,59.0,21277.0,Rafael Tolói,3-4-1-2,Davide Massa,Match Report,,19.0,4.0,18.5,1.0,0,0,2020,Atalanta
22,2019-12-22,12:30,Serie A,Matchweek 17,Sun,Home,W,5,0,Milan,2.1,0.4,59.0,20940.0,Papu Gómez,3-4-3,Federico La Penna,Match Report,,19.0,10.0,17.8,0.0,0,0,2020,Atalanta
23,2020-01-06,15:00,Serie A,Matchweek 18,Mon,Home,W,5,0,Parma,2.2,0.2,60.0,19213.0,Papu Gómez,3-4-1-2,Fabrizio Pasqua,Match Report,,23.0,10.0,17.7,3.0,0,0,2020,Atalanta
24,2020-01-11,20:45,Serie A,Matchweek 19,Sat,Away,D,1,1,Inter,2.5,0.7,63.0,70042.0,Papu Gómez,3-4-1-2,Gianluca Rocchi,Match Report,,16.0,5.0,17.2,2.0,0,1,2020,Atalanta
26,2020-01-20,20:45,Serie A,Matchweek 20,Mon,Home,L,1,2,SPAL,2.5,1.3,57.0,16636.0,Papu Gómez,3-4-1-2,Federico La Penna,Match Report,,21.0,5.0,13.8,0.0,0,0,2020,Atalanta
27,2020-01-25,20:45,Serie A,Matchweek 21,Sat,Away,W,7,0,Torino,4.9,0.6,56.0,18824.0,Papu Gómez,3-4-1-2,Marco Guida,Match Report,,24.0,12.0,16.5,1.0,2,2,2020,Atalanta
28,2020-02-02,15:00,Serie A,Matchweek 22,Sun,Home,D,2,2,Genoa,2.6,1.5,60.0,18755.0,Papu Gómez,3-4-1-2,Davide Massa,Match Report,,24.0,8.0,17.9,2.0,0,0,2020,Atalanta
29,2020-02-08,15:00,Serie A,Matchweek 23,Sat,Away,W,2,1,Fiorentina,1.7,0.7,67.0,35034.0,Papu Gómez,3-4-1-2,Maurizio Mariani,Match Report,,15.0,5.0,18.4,0.0,0,0,2020,Atalanta
30,2020-02-15,20:45,Serie A,Matchweek 24,Sat,Home,W,2,1,Roma,1.6,0.4,57.0,19830.0,Papu Gómez,3-4-1-2,Daniele Orsato,Match Report,,13.0,6.0,16.7,1.0,0,0,2020,Atalanta
32,2020-03-01,15:00,Serie A,Matchweek 26,Sun,Away,W,7,2,Lecce,4.6,0.4,65.0,21344.0,Papu Gómez,3-4-1-2,Davide Massa,Match Report,,25.0,9.0,14.9,0.0,0,0,2020,Atalanta
34,2020-06-21,19:30,Serie A,Matchweek 25,Sun,Home,W,4,1,Sassuolo,2.5,2.6,46.0,,Papu Gómez,3-5-2,Daniele Chiffi,Match Report,,13.0,4.0,12.1,0.0,0,0,2020,Atalanta
35,2020-06-24,21:45,Serie A,Matchweek 27,Wed,Home,W,3,2,Lazio,2.4,0.5,60.0,,Papu Gómez,3-4-3,Daniele Orsato,Match Report,,24.0,7.0,16.6,1.0,0,0,2020,Atalanta
36,2020-06-28,19:30,Serie A,Matchweek 28,Sun,Away,W,3,2,Udinese,0.8,1.6,68.0,,Papu Gómez,3-4-3,Marco Di Bello,Match Report,,13.0,12.0,24.1,1.0,0,0,2020,Atalanta
37,2020-07-02,19:30,Serie A,Matchweek 29,Thu,Home,W,2,0,Napoli,1.3,0.7,47.0,,Papu Gómez,3-4-3,Daniele Doveri,Match Report,,9.0,3.0,17.4,0.0,0,0,2020,Atalanta
38,2020-07-05,19:30,Serie A,Matchweek 30,Sun,Away,W,1,0,Cagliari,3.3,0.4,64.0,,Marten de Roon,3-4-3,Federico La Penna,Match Report,,24.0,6.0,15.3,3.0,1,1,2020,Atalanta
39,2020-07-08,21:45,Serie A,Matchweek 31,Wed,Home,W,2,0,Sampdoria,1.3,1.1,63.0,,Papu Gómez,3-4-1-2,Antonio Giua,Match Report,,13.0,6.0,15.1,0.0,0,0,2020,Atalanta
40,2020-07-11,21:45,Serie A,Matchweek 32,Sat,Away,D,2,2,Juventus,0.7,2.0,51.0,,Papu Gómez,3-4-1-2,Piero Giacomelli,Match Report,,13.0,2.0,17.7,1.0,0,0,2020,Atalanta
41,2020-07-14,21:45,Serie A,Matchweek 33,Tue,Home,W,6,2,Brescia,1.8,1.0,68.0,,Marten de Roon,3-4-1-2,Gianluca Manganiello,Match Report,,14.0,7.0,15.4,0.0,0,0,2020,Atalanta
42,2020-07-18,17:15,Serie A,Matchweek 34,Sat,Away,D,1,1,Hellas Verona,1.7,0.9,54.0,,Papu Gómez,3-4-3,Rosario Abisso,Match Report,,21.0,7.0,18.4,0.0,0,0,2020,Atalanta
43,2020-07-21,19:30,Serie A,Matchweek 35,Tue,Home,W,1,0,Bologna,1.5,0.5,46.0,,Papu Gómez,3-4-1-2,Federico La Penna,Match Report,,19.0,7.0,15.8,0.0,0,0,2020,Atalanta
44,2020-07-24,21:45,Serie A,Matchweek 36,Fri,Away,D,1,1,Milan,2.0,0.5,52.0,,Papu Gómez,5-3-2,Daniele Doveri,Match Report,,15.0,3.0,20.5,0.0,0,1,2020,Atalanta
45,2020-07-28,19:30,Serie A,Matchweek 37,Tue,Away,W,2,1,Parma,1.4,1.7,57.0,,Papu Gómez,3-4-1-2,Luca Pairetto,Match Report,,14.0,4.0,19.3,3.0,0,0,2020,Atalanta
